##ProgramName=RareMetalWorker
##Version=4.13.6
#CHROM	CURRENT_POS	MARKERS_IN_WINDOW	COV_MATRICES
9	422215945	422215945,422311465,	0.303137,0.00449883,
9	422311465	422311465,	0.0297842,
9	423413945	423413945,423932735,	0.0393066,-0.000674713,
9	423932735	423932735,	0.0186067,
9	425499215	425499215,425830495,	0.186281,-0.00824277,
9	425830495	425830495,	0.037738,
9	427288235	427288235,427289375,428138715,428146955,	0.125559,0.00166411,0.000915247,-0.00203423,
9	427289375	427289375,428138715,428146955,	0.00231919,-0.000103611,-1.01176e-05,
9	428138715	428138715,428146955,428391905,428404035,428630225,428748885,428799435,429122035,429122165,	0.0167674,-0.000285577,0.0167674,-7.89016e-05,0.00236051,-0.000146974,-0.00062431,-4.44901e-05,-3.43515e-05,
9	428146955	428146955,428391905,428404035,428630225,428748885,428799435,429122035,429122165,429146135,429146555,	0.0239289,-0.000285577,-0.000170305,-0.00237529,-1.33377e-05,0.000102134,3.91185e-05,-5.00303e-05,-4.20328e-05,-0.000329887,
9	428391905	428391905,428404035,428630225,428748885,428799435,429122035,429122165,429146135,429146555,	0.0167674,-7.89016e-05,0.00236051,-0.000146974,-0.00062431,-4.44901e-05,-3.43515e-05,-7.48015e-06,-0.00010985,
9	428404035	428404035,428630225,428748885,428799435,429122035,429122165,429146135,429146555,	0.00452896,-0.000482165,0.000129895,-5.29548e-06,-1.30969e-05,-6.38296e-06,1.1459e-05,-3.93735e-05,
9	428630225	428630225,428748885,428799435,429122035,429122165,429146135,429146555,	0.121402,-0.000572055,-0.000913902,-0.0013133,-0.000318173,-0.000404524,-0.00110698,
9	428748885	428748885,428799435,429122035,429122165,429146135,429146555,	0.00851698,-5.06485e-05,-0.000138723,-2.68464e-06,-5.29951e-05,1.07759e-06,
9	428799435	428799435,429122035,429122165,429146135,429146555,	0.0205441,-3.14468e-05,-0.000108396,-0.000120877,-0.000285804,
9	429122035	429122035,429122165,429146135,429146555,429869705,	0.00679343,-3.4006e-05,-1.2977e-05,-7.03794e-05,0.00594847,
9	429122165	429122165,429146135,429146555,429869705,	0.00232831,3.14276e-06,2.83879e-05,-0.00056075,
9	429146135	429146135,429146555,429869705,	0.0023632,-3.88172e-05,-0.000825988,
9	429146555	429146555,429869705,	0.00899859,0.00577394,
9	429869705	429869705,	0.241536,
9	430874715	430874715,	0.143554,
9	432430465	432430465,432681295,	0.00235554,-5.23433e-05,
9	432681295	432681295,	0.0466689,
9	434203095	434203095,	0.00234263,
9	435758925	435758925,	0.0768422,
9	438578605	438578605,438580315,438597995,438644135,438664365,439205995,	0.418045,-0.0289511,0.00149919,0.00439871,-0.0254599,-0.0252338,
9	438580315	438580315,438597995,438644135,438664365,439205995,	0.055844,-0.000781467,-8.6017e-05,0.029793,0.0262705,
9	438597995	438597995,438644135,438664365,439205995,	0.00672294,2.5381e-05,0.000465632,-0.00140292,
9	438644135	438644135,438664365,439205995,	0.00455201,-0.000713771,-0.00126936,
9	438664365	438664365,439205995,439656515,	0.138471,0.0924482,-0.000563767,
9	439205995	439205995,439656515,439907495,439911915,440012675,440013665,440019705,	0.182973,-0.00103006,-0.000745239,-0.0332849,-0.00124242,0.0153244,0.000782539,
9	439656515	439656515,439907495,439911915,440012675,440013665,440019705,440478125,440557135,440563285,440563875,440563995,440575615,	0.00668699,-1.67081e-05,-0.00382996,2.05774e-05,-0.00126353,1.63697e-07,-0.000116943,-3.84944e-05,-4.62635e-05,0.00124407,0.000671549,-0.000847149,
9	439907495	439907495,439911915,440012675,440013665,440019705,440478125,440557135,440563285,440563875,440563995,440575615,440812755,440901825,	0.00236121,-0.00137213,-1.14888e-05,-0.0003173,-1.94834e-05,-4.51834e-05,0.00145657,-4.7342e-05,-0.000334138,-0.000554321,-0.000208506,-0.000894282,6.50081e-05,
9	439911915	439911915,440012675,440013665,440019705,440478125,440557135,440563285,440563875,440563995,440575615,440812755,440901825,	0.360821,-0.0013751,-0.00699018,0.000512555,0.0120292,-0.00154061,0.00125578,0.0177952,-0.0262837,0.024462,0.0527592,0.0577535,
9	440012675	440012675,440013665,440019705,440478125,440557135,440563285,440563875,440563995,440575615,440812755,440901825,	0.00459859,-0.00058798,-1.43664e-05,-0.00013333,-0.00319919,-3.55571e-05,-0.000261014,-0.000943152,0.00143516,0.0008659,0.00272138,
9	440013665	440013665,440019705,440478125,440557135,440563285,440563875,440563995,440575615,440812755,440901825,	0.137435,-0.000390545,0.00173685,0.00617571,-0.00066373,-0.00836626,-0.0196719,-0.00457431,0.0344741,-0.028141,
9	440019705	440019705,440478125,440557135,440563285,440563875,440563995,440575615,440812755,440901825,	0.00235588,-5.90468e-05,0.00163164,-1.38705e-05,-0.000280475,-0.000398024,0.00159537,0.000735594,0.00143085,
9	440478125	440478125,440557135,440563285,440563875,440563995,440575615,440812755,440901825,441165965,441169435,441170395,441181755,441181785,441183405,	0.0179966,0.00478229,-0.000136021,0.000556935,-0.000972808,-0.00196804,0.00495789,0.00533457,-6.02547e-05,-0.00541565,-0.00144596,-9.86333e-05,-0.00548714,-9.86333e-05,
9	440557135	440557135,440563285,440563875,440563995,440575615,440812755,440901825,441165965,441169435,441170395,441181755,441181785,441183405,441530315,441530875,441532355,	0.318939,0.00158411,-0.0434773,0.0378084,0.0470824,-0.0770561,-0.140664,0.00103064,0.039423,0.018078,0.0349474,0.0396368,0.0349474,0.00156689,-0.0170932,-0.0345285,
9	440563285	440563285,440563875,440563995,440575615,440812755,440901825,441165965,441169435,441170395,441181755,441181785,441183405,441530315,441530875,441532355,	0.00688458,0.00128182,0.00109224,-0.000657487,-0.00477883,-0.00401224,-1.65649e-05,0.00434514,-0.000451795,-0.000941147,0.00432845,-0.000941147,0.00688505,-0.00215089,-0.00033308,
9	440563875	440563875,440563995,440575615,440812755,440901825,441165965,441169435,441170395,441181755,441181785,441183405,441530315,441530875,441532355,	0.0835811,-0.0139584,-0.00539967,0.00620842,0.0247741,-0.000257606,0.00109517,-0.00557453,-0.00618935,0.000972866,-0.00618935,0.00129433,-0.00261812,-0.00673404,
9	440563995	440563995,440575615,440812755,440901825,441165965,441169435,441170395,441181755,441181785,441183405,441530315,441530875,441532355,	0.137802,-0.0132356,0.0295086,-0.0828266,-0.000389129,-0.0267242,-0.0080861,-0.0156296,-0.0262586,-0.0156296,0.00109519,-0.0191565,0.00464771,
9	440575615	440575615,440812755,440901825,441165965,441169435,441170395,441181755,441181785,441183405,441530315,441530875,441532355,441564595,	0.129072,0.0348737,0.0460274,0.001743,-0.0235032,-0.0007727,-0.00543761,-0.0229743,-0.00543761,-0.000653968,-0.0197917,-0.00358959,-0.00770043,
9	440812755	440812755,440901825,441165965,441169435,441170395,441181755,441181785,441183405,441530315,441530875,441532355,441564595,441694845,	0.22972,0.134579,0.000510396,-0.135636,0.00889457,0.00726633,-0.134971,0.00726633,-0.00477091,-0.0580821,0.0122539,-0.00384675,-0.0111839,
9	440901825	440901825,441165965,441169435,441170395,441181755,441181785,441183405,441530315,441530875,441532355,441564595,441694845,441875645,	0.343427,2.60559e-05,-0.139186,0.0211259,-0.0669679,-0.137759,-0.0669679,-0.00400598,-0.0268724,0.00768254,-0.0178593,-0.00209528,-0.0360387,
9	441165965	441165965,441169435,441170395,441181755,441181785,441183405,441530315,441530875,441532355,441564595,441694845,441875645,	0.0023486,-0.000646003,-0.000134626,0.00125103,-0.000649014,0.00125103,-1.63244e-05,-0.000334803,-0.000258791,0.00123418,-2.33478e-05,-0.00033348,
9	441169435	441169435,441170395,441181755,441181785,441183405,441530315,441530875,441532355,441564595,441694845,441875645,	0.223954,-0.0116122,-0.032291,0.223409,-0.032291,0.00434526,0.065571,-0.00592863,-0.0271039,0.0116557,0.0141154,
9	441170395	441170395,441181755,441181785,441183405,441530315,441530875,441532355,441564595,441694845,441875645,	0.0586874,-0.00180881,-0.0116894,-0.00180881,-0.000445625,0.00174229,-0.00384588,-0.00976601,0.00311877,0.000116475,
9	441181755	441181755,441181785,441183405,441530315,441530875,441532355,441564595,441694845,441875645,	0.123576,-0.0325542,0.123576,-0.000945995,-0.0130346,-0.000638326,0.0665449,-0.00217536,-0.00788403,
9	441181785	441181785,441183405,441530315,441530875,441532355,441564595,441694845,441875645,	0.223691,-0.0325542,0.00432881,0.0652968,-0.00515749,-0.0274216,0.0116249,0.0140538,
9	441183405	441183405,441530315,441530875,441532355,441564595,441694845,441875645,	0.123576,-0.000945995,-0.0130346,-0.000638326,0.0665449,-0.00217536,-0.00788403,
9	441530315	441530315,441530875,441532355,441564595,441694845,441875645,442231005,442231675,442240305,	0.00688632,-0.00214711,-0.000324612,-0.00101393,-0.000335963,-0.000678053,-0.000271319,-5.16777e-05,-0.000175225,
9	441530875	441530875,441532355,441564595,441694845,441875645,442231005,442231675,442240305,	0.130611,-0.00621279,-0.0163234,0.0179139,-0.00207905,0.00291953,-0.0054434,-0.00158513,
9	441532355	441532355,441564595,441694845,441875645,442231005,442231675,442240305,	0.0587232,-0.00505946,-0.000561251,-0.00498367,-0.00107533,-0.00162193,-0.000558994,
9	441564595	441564595,441694845,441875645,442231005,442231675,442240305,	0.152066,0.00131497,0.0113561,0.0137846,-0.00558692,-0.00484945,
9	441694845	441694845,441875645,442231005,442231675,442240305,	0.0223088,-0.00149789,0.00473018,-0.00169352,-0.00041245,
9	441875645	441875645,442231005,442231675,442240305,	0.0809627,-0.00153752,-0.00322713,-0.000494744,
9	442231005	442231005,442231675,442240305,443026115,	0.0196852,-0.000886571,-0.000434049,-0.000525229,
9	442231675	442231675,442240305,443026115,	0.0324923,-0.00171871,0.0196193,
9	442240305	442240305,443026115,	0.0258759,0.0163291,
9	443026115	443026115,443522515,443526265,443526525,443771925,443776015,443776565,	0.352326,-0.0119228,0.0226313,0.0567847,-0.0018656,0.0275249,-0.151131,
9	443522515	443522515,443526265,443526525,443771925,443776015,443776565,444180645,444186675,444186805,444188115,	0.0431011,-0.00681801,-0.0230688,-0.00136762,-0.00432233,0.0103141,0.00970239,0.00970239,0.00970239,0.00970239,
9	443526265	443526265,443526525,443771925,443776015,443776565,444180645,444186675,444186805,444188115,	0.273089,0.0848944,0.0208104,0.0432412,0.0605338,0.0649573,0.0649573,0.0649573,0.0649573,
9	443526525	443526525,443771925,443776015,443776565,444180645,444186675,444186805,444188115,	0.306652,0.00538391,0.0127614,-0.0358391,-0.0338587,-0.0338587,-0.0338587,-0.0338587,
9	443771925	443771925,443776015,443776565,444180645,444186675,444186805,444188115,444701345,444711965,	0.026953,-0.00263074,0.00622371,0.00596441,0.00596441,0.00596441,0.00596441,-0.00258488,0.00693599,
9	443776015	443776015,443776565,444180645,444186675,444186805,444188115,444701345,444711965,	0.0672439,0.0252489,0.0243479,0.0243479,0.0243479,0.0243479,0.0527331,-0.0446017,
9	443776565	443776565,444180645,444186675,444186805,444188115,444701345,444711965,	0.301668,0.294545,0.294545,0.294545,0.294545,0.0183149,-0.040206,
9	444180645	444180645,444186675,444186805,444188115,444701345,444711965,445006885,445150145,445155015,	0.296676,0.296676,0.296676,0.296676,0.0174023,-0.0404424,0.00122997,0.00127079,-0.0235932,
9	444186675	444186675,444186805,444188115,444701345,444711965,445006885,445150145,445155015,	0.296676,0.296676,0.296676,0.0174023,-0.0404424,0.00122997,0.00127079,-0.0235932,
9	444186805	444186805,444188115,444701345,444711965,445006885,445150145,445155015,	0.296676,0.296676,0.0174023,-0.0404424,0.00122997,0.00127079,-0.0235932,
9	444188115	444188115,444701345,444711965,445006885,445150145,445155015,	0.296676,0.0174023,-0.0404424,0.00122997,0.00127079,-0.0235932,
9	444701345	444701345,444711965,445006885,445150145,445155015,445359865,445361765,	0.0605078,-0.0560896,-0.00039143,0.00173489,0.030959,-0.0342461,-0.000115799,
9	444711965	444711965,445006885,445150145,445155015,445359865,445361765,	0.14756,-0.00157973,-0.00118879,-0.0147907,0.0246799,0.00298542,
9	445006885	445006885,445150145,445155015,445359865,445361765,445908385,	0.00234843,-8.21638e-06,0.00111236,-0.000520431,-2.45851e-05,-1.26652e-05,
9	445150145	445150145,445155015,445359865,445361765,445908385,446106525,446107855,446108305,446136485,446141955,	0.00236107,0.000903902,-0.000474245,-4.22788e-07,2.90574e-06,0.00024937,0.00024937,-0.00048729,0.000356803,0.000356803,
9	445155015	445155015,445359865,445361765,445908385,446106525,446107855,446108305,446136485,446141955,	0.222236,-0.184672,-0.00414037,0.000833852,0.0259415,0.0259415,-0.0142826,0.00957831,0.00957831,
9	445359865	445359865,445361765,445908385,446106525,446107855,446108305,446136485,446141955,446358095,	0.262305,0.00505783,-0.00272792,0.0411973,0.0411973,0.0121765,0.0573608,0.0573608,-0.013648,
9	445361765	445361765,445908385,446106525,446107855,446108305,446136485,446141955,446358095,446361185,	0.0179207,-2.19567e-05,0.00161063,0.00161063,-0.00202484,0.00191513,0.00191513,-0.000189782,-0.000310815,
9	445908385	445908385,446106525,446107855,446108305,446136485,446141955,446358095,446361185,446367895,446605465,446619495,446699475,	0.00233106,0.000291228,0.000291228,-0.000218572,0.000447179,0.000447179,-0.000137253,-4.35476e-05,-1.86986e-05,-1.29422e-06,-0.000188887,0.00185824,
9	446106525	446106525,446107855,446108305,446136485,446141955,446358095,446361185,446367895,446605465,446619495,446699475,	0.0878943,0.0878943,0.00417783,0.078792,0.078792,0.00774678,0.00128203,0.00135553,0.000332402,0.00343842,-0.0231484,
9	446107855	446107855,446108305,446136485,446141955,446358095,446361185,446367895,446605465,446619495,446699475,	0.0878943,0.00417783,0.078792,0.078792,0.00774678,0.00128203,0.00135553,0.000332402,0.00343842,-0.0231484,
9	446108305	446108305,446136485,446141955,446358095,446361185,446367895,446605465,446619495,446699475,	0.0763359,0.000351371,0.000351371,0.00469495,-0.00039419,-0.000868486,-0.000323516,-0.00322191,-0.0432633,
9	446136485	446136485,446141955,446358095,446361185,446367895,446605465,446619495,446699475,	0.108133,0.108133,-0.0243833,0.00137043,-0.00495796,0.00049119,0.00373373,-0.025821,
9	446141955	446141955,446358095,446361185,446367895,446605465,446619495,446699475,	0.108133,-0.0243833,0.00137043,-0.00495796,0.00049119,0.00373373,-0.025821,
9	446358095	446358095,446361185,446367895,446605465,446619495,446699475,	0.0327029,-5.08576e-06,-0.000572835,-0.000137259,1.30697e-05,0.00522295,
9	446361185	446361185,446367895,446605465,446619495,446699475,	0.011058,-8.33119e-05,-4.59701e-05,-0.000993855,0.00581114,
9	446367895	446367895,446605465,446619495,446699475,	0.00688632,-2.15297e-05,-0.000308381,-0.00255032,
9	446605465	446605465,446619495,446699475,	0.00230561,1.48892e-05,8.96973e-05,
9	446619495	446619495,446699475,	0.0570392,0.0334943,
9	446699475	446699475,	0.346983,
9	447775395	447775395,447776735,447777415,447926885,448319765,448328625,448338385,	0.00688632,0.00688632,-5.45906e-05,-0.00210607,-0.00217344,-0.00406376,0.00228616,
9	447776735	447776735,447777415,447926885,448319765,448328625,448338385,	0.00688632,-5.45906e-05,-0.00210607,-0.00217344,-0.00406376,0.00228616,
9	447777415	447777415,447926885,448319765,448328625,448338385,	0.034099,0.0189972,-0.00475325,0.0127274,0.0116749,
9	447926885	447926885,448319765,448328625,448338385,448921555,	0.334669,-0.113709,0.192902,0.192478,0.00216038,
9	448319765	448319765,448328625,448338385,448921555,	0.189131,0.0723264,0.0695619,0.00176473,
9	448328625	448328625,448338385,448921555,449325085,	0.315905,0.285547,0.00394172,-0.0242358,
9	448338385	448338385,448921555,449325085,449329595,449334065,449336935,449336955,	0.289505,0.00302585,-0.0158096,0.0183815,0.00531917,-0.0100277,-0.000677353,
9	448921555	448921555,449325085,449329595,449334065,449336935,449336955,449339345,449341745,449794305,449817875,449818195,449818495,449818705,449835545,	0.0125465,-0.00177102,-0.00818381,-0.000213841,0.0010709,-9.52188e-05,-0.00754219,-9.89359e-05,-0.00772163,0.0125465,0.0125465,-0.000450056,-0.00772163,0.00482486,
9	449325085	449325085,449329595,449334065,449336935,449336955,449339345,449341745,449794305,449817875,449818195,449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.0969792,-0.0443955,-0.00235098,-0.00808651,-0.000313696,-0.040921,-0.0012562,0.0474916,-0.00177102,-0.00177102,-0.00424471,0.0474916,0.0457206,-0.0478943,0.0634949,-0.0197835,0.0132622,-0.00290021,-0.052836,0.0100523,
9	449329595	449329595,449334065,449336935,449336955,449339345,449341745,449794305,449817875,449818195,449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.334137,-0.00575853,-0.0686459,0.000299629,0.303742,0.0113776,-0.136981,-0.00818381,-0.00818381,0.0174947,-0.136981,-0.145165,-0.0822167,0.115806,-0.0537284,-0.0413035,-0.037802,0.148843,-0.0360443,
9	449334065	449334065,449336935,449336955,449339345,449341745,449794305,449817875,449818195,449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.0248431,-0.000703763,2.60804e-05,-0.00827553,-0.000223574,0.000878608,-0.000213841,-0.000213841,-0.000891606,0.000878608,0.000664768,0.00457539,-0.0117483,-0.00495382,0.00824296,-0.00138242,0.000672556,0.00768991,
9	449336935	449336935,449336955,449339345,449341745,449794305,449817875,449818195,449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.191215,0.00138716,-0.0934525,-0.00408447,-0.0485871,0.0010709,0.0010709,-0.00876672,-0.0485871,-0.0475162,-0.0372393,-0.0668285,0.0105845,0.0659973,-0.00237171,-0.0677932,0.0624373,
9	449336955	449336955,449339345,449341745,449794305,449817875,449818195,449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.00232418,0.000578128,-2.33714e-05,0.000439635,-9.52188e-05,-9.52188e-05,-0.000162503,0.000439635,0.000344417,-0.00135975,-9.18492e-05,0.00125243,-0.000795573,0.000173924,-0.00059267,-0.000856779,
