##ProgramName=RareMetalWorker
##Version=4.13.6
#CHROM	CURRENT_POS	MARKERS_IN_WINDOW	COV_MATRICES
9	44223180	44223180,44224043,44237864,44302624,44303972,44351815,44352577,44352639,44352665,44352666,44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,	0.00673512,-8.72806e-06,-1.64383e-05,-0.00102842,-1.31254e-05,-1.9997e-05,-3.43183e-06,0.00370034,-0.000449704,-0.00232305,-3.35759e-06,-0.000165772,-0.000282313,0.000743505,0.000594543,0.000743253,0.000594543,0.000743505,-0.000293217,0.000303525,-4.565e-05,-0.000279654,0.00246817,-0.000406821,-1.05431e-05,-9.34967e-05,-1.01743e-05,-3.13305e-05,-0.00174374,0.000565351,-0.000169474,-1.45036e-05,0.00184927,-1.01743e-05,-3.61811e-05,-0.000113956,-0.000723101,-0.000723101,-0.00176997,-1.01743e-05,-2.77635e-05,-2.77635e-05,-0.000315672,-1.36484e-05,-2.50264e-05,-1.37857e-05,-0.000369961,-0.00494223,-0.000587372,-2.46416e-05,-0.000444145,-0.00013111,-0.000760808,-1.50538e-05,7.39117e-05,-1.06346e-05,-5.74912e-05,-2.12211e-05,-0.00248656,-4.23655e-05,-1.07544e-05,-3.91827e-05,-0.000767868,-1.24807e-05,-0.00170852,-0.00146833,-0.00146833,-6.51923e-05,-0.00247357,0.000322672,-0.00010537,-2.81789e-05,-0.000132039,0.00298499,-1.01743e-05,-2.94744e-05,-0.00146195,-7.89781e-06,0.00273964,-0.000135215,-0.00278304,-0.00124032,-2.81789e-05,-2.81789e-05,-0.000100049,-0.00124032,-0.0012685,-0.000985375,0.00463368,-0.00206927,-0.00048889,-0.000460158,-1.24807e-05,-0.00092086,0.00147608,-7.81635e-06,-0.000448998,-0.00146342,-0.00223567,0.000864236,-1.58029e-05,8.00328e-05,-0.000435007,-0.000411618,-0.000203278,
9	44224043	44224043,44237864,44302624,44303972,44351815,44352577,44352639,44352665,44352666,44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,	0.00169288,-5.82686e-06,0.00123512,-3.53261e-06,-4.49312e-06,-1.69775e-06,-0.000367556,-0.00247199,-0.00179849,-7.52243e-06,-3.91593e-05,-7.37617e-05,-0.0012046,-0.00127555,-0.00120464,-0.00127555,-0.0012046,-8.58739e-05,9.02583e-05,-1.10882e-05,-3.67221e-05,0.000301057,-0.000159831,-2.94745e-06,-3.34412e-05,-4.31831e-06,4.03428e-07,0.00094656,-0.000520073,-7.62547e-05,-1.47635e-06,-0.000127466,-4.31831e-06,4.07712e-06,-4.83054e-05,0.000449568,0.000449568,-0.000215733,-4.31831e-06,0.000689557,0.000689557,-7.18309e-05,-8.17268e-07,-1.79347e-06,5.25333e-07,-0.000157013,0.00184249,-0.000156004,-9.38838e-06,-0.000209482,-2.80305e-06,-0.000194077,-3.24491e-06,8.61032e-06,-7.5419e-06,-3.01724e-05,-1.15376e-05,0.000686744,-6.05969e-06,1.49797e-06,-3.42293e-06,-0.000208277,-2.94141e-06,0.000899339,0.000957386,0.000957386,-1.22622e-05,0.000685171,0.00100895,-2.28621e-05,-1.96153e-06,-2.59519e-07,0.00190571,-4.31831e-06,3.85437e-06,-0.000235811,-4.01714e-06,0.0018582,-1.2624e-05,0.00116089,5.24206e-05,-1.96153e-06,-1.96153e-06,-1.19404e-05,5.24206e-05,5.04581e-05,9.11806e-05,0.000303633,0.000556842,-0.000119484,-0.000100789,-2.94141e-06,0.0012923,-0.000487235,1.57487e-06,-0.000111281,-0.000883557,-0.00144564,-0.000143595,-1.05572e-06,-0.00168083,0.00103234,-5.18151e-05,-2.49474e-05,
9	44237864	44237864,44302624,44303972,44351815,44352577,44352639,44352665,44352666,44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,	0.00169634,0.00120686,-8.5597e-06,-4.73075e-06,-2.71402e-06,-0.000499203,-0.00105553,-0.000275152,-2.62849e-06,-3.62387e-05,-6.49212e-05,-0.00116411,-0.00125154,-0.0011641,-0.00125154,-0.00116411,-7.26317e-05,7.62332e-05,6.28841e-06,-0.000102538,0.000362838,-4.64624e-05,-6.58165e-07,-1.24194e-05,-3.49632e-06,4.41402e-06,-0.00038042,0.000668428,-0.000190955,-1.00598e-05,0.00122833,-3.49632e-06,-4.76112e-06,-1.34797e-05,0.000378989,0.000378989,-0.000263083,-3.49632e-06,0.000472303,0.000472303,-3.85857e-05,1.43961e-07,-1.62209e-06,-1.97557e-06,-4.69049e-05,-0.00149192,0.0015626,-8.45921e-06,-0.000110133,-1.35095e-05,-4.05264e-05,-3.18888e-06,1.93704e-05,-9.30037e-06,-2.8187e-05,-4.9918e-06,-0.000603323,-1.52257e-05,-2.69814e-06,-1.63676e-05,-3.47479e-05,-4.17803e-06,-0.000565079,-0.000256378,-0.000256378,-9.53368e-06,-0.000589551,-0.000605834,-2.74569e-05,-5.32012e-06,-1.65033e-05,0.000361763,-3.49632e-06,1.17816e-06,-0.000382182,3.01403e-06,0.000287916,-3.42899e-05,-0.000488159,-0.00129513,-5.32012e-06,-5.32012e-06,-1.43306e-05,-0.00129513,-0.00130045,-0.00125455,0.000137855,-0.000961062,0.00145954,-0.000213752,-4.17803e-06,0.00118897,-0.00186955,7.57481e-07,0.00146271,-0.000839678,0.000213863,0.0013882,-6.2582e-06,1.57194e-05,-0.000436104,-0.000110108,-8.98266e-05,
9	44302624	44302624,44303972,44351815,44352577,44352639,44352665,44352666,44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,45259566,45284266,45295664,45296767,45296806,45297479,	0.340293,-6.58595e-05,-0.00103945,0.00122158,-0.0727856,0.0531982,0.197459,0.000133401,-0.00896229,0.0208472,-0.229333,-0.233817,-0.229336,-0.233817,-0.229333,0.0213721,-0.0213766,-0.00210177,0.00247354,0.0561896,0.0178963,-0.00126226,-0.00900833,-4.30403e-05,-2.45508e-05,0.0450252,-0.01805,0.00563373,0.000342413,-0.0745308,-4.30403e-05,-0.00117706,-0.00481877,0.0581657,0.0581657,-0.0505701,-4.30403e-05,0.0367624,0.0367624,0.0013707,-0.00122222,0.000417534,-0.00126546,0.0183812,0.0738038,-0.0153758,0.000150298,0.0153486,-0.00394149,-0.0427274,0.000194767,0.00218403,0.00103283,0.000526644,-0.000295086,0.0191821,0.000505878,-0.00126871,-0.0022057,-0.0427106,-0.00100885,0.0619358,-0.0131747,-0.0131747,-0.00440171,0.0217265,0.00539845,0.000693781,4.77559e-05,-0.00765095,-0.0151885,-4.30403e-05,-0.0022651,-0.00792476,0.00139794,-0.0216068,-0.00308977,0.0076097,-0.000751925,4.77559e-05,4.77559e-05,-0.00203996,-0.000751925,-0.000704249,0.00711566,0.0055631,0.0123144,0.0115,0.00990986,-0.00100885,0.0126995,-0.0329799,6.33945e-05,0.012364,0.00695992,0.0105402,-0.0151928,0.00110029,-1.59685e-05,0.0071613,0.00538956,0.0101058,-0.00309501,0.00386946,-6.80985e-05,0.0003351,-0.0086331,0.00200015,
9	44303972	44303972,44351815,44352577,44352639,44352665,44352666,44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,45259566,45284266,45295664,45296767,45296806,45297479,	0.00170448,-2.23536e-06,1.84012e-08,0.000913764,0.000528456,3.29116e-05,-8.86976e-07,-6.18163e-05,-6.59981e-05,2.43065e-05,-9.87531e-06,2.42797e-05,-9.87531e-06,2.43065e-05,-6.69372e-05,6.83199e-05,-2.61604e-06,-9.85365e-05,0.000590746,-7.13452e-05,-3.95879e-06,-2.68428e-05,-1.38325e-06,-5.56143e-07,-0.000407011,0.000720716,-0.000113421,-8.27759e-06,-0.000418472,-1.38325e-06,-7.86175e-07,-1.26887e-05,0.000439445,0.000439445,-0.000437828,-1.38325e-06,0.00056236,0.00056236,-4.74445e-05,-1.66678e-06,-6.27759e-06,-4.10088e-06,-7.40088e-05,0.000226991,-0.000152876,-5.94708e-06,-0.000111387,-1.40114e-05,-8.17393e-05,-3.15054e-06,1.50414e-05,-5.66402e-06,-7.05544e-06,3.43996e-07,-0.000483636,-1.97653e-05,-5.39425e-06,-1.70034e-05,-7.77759e-05,-2.04358e-06,-0.000404475,-0.000168194,-0.000168194,-1.82686e-05,-0.000472444,0.000981949,-3.17255e-05,-4.7711e-06,-1.94505e-05,0.00047432,-1.38325e-06,-2.78217e-06,-0.000394232,-5.16277e-07,0.000405298,-2.64925e-05,0.000971279,-4.81551e-05,-4.7711e-06,-4.7711e-06,-2.25789e-05,-4.81551e-05,-5.29265e-05,3.03928e-06,-0.00115806,-0.00125584,0.00151595,-0.000156622,-2.04358e-06,-0.000285623,-0.000563919,-2.91422e-07,0.00152087,-0.000641386,-0.00140402,-0.00015656,-4.10898e-06,2.30472e-05,0.00106191,-7.54831e-05,-6.91046e-05,-2.7869e-05,-0.000140534,-1.41477e-05,0.00169479,-7.25958e-05,-6.59231e-06,
9	44351815	44351815,44352577,44352639,44352665,44352666,44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,45259566,45284266,45295664,45296767,45296806,45297479,45315445,45316553,45316588,45322316,45322624,45322741,45322744,45322962,45323964,	0.00169,1.56683e-06,-0.000680846,-0.00205754,-0.000991309,-4.27255e-06,-4.77975e-05,-2.63805e-05,0.00098578,0.000957316,0.000985726,0.000957316,0.00098578,-2.21499e-05,2.26665e-05,-7.84028e-06,-1.48942e-05,0.00051592,-0.000105229,-4.20612e-06,-2.44662e-05,-5.77661e-07,-5.09906e-06,-0.000423821,-0.000200694,-5.02404e-05,-1.82976e-06,-0.000106258,-5.77661e-07,-1.55182e-05,-6.68394e-05,-0.000461889,-0.000461889,-0.000299155,-5.77661e-07,-0.000219592,-0.000219592,-0.000135945,-2.77321e-06,-6.10841e-06,-3.49822e-06,-0.000106433,-0.000748864,-0.000101748,-5.5841e-06,-6.9041e-05,-1.45897e-06,0.000861665,-3.42429e-06,1.87368e-05,5.05025e-07,-6.40539e-06,-3.89134e-06,0.000505571,-2.70859e-05,-2.0666e-06,-1.44623e-05,0.000859188,-1.26389e-05,-0.000353041,0.000804242,0.000804242,-2.701e-05,0.000514638,-0.001806,-1.82413e-05,-2.58854e-06,-1.9305e-05,0.00059567,-5.77661e-07,-3.68269e-06,-0.000215366,-2.65378e-06,0.000578997,2.69148e-06,0.000755517,0.00109629,-2.58854e-06,-2.58854e-06,-2.66038e-05,0.00109629,0.0010937,0.00114393,-0.000839685,0.000691415,-0.000118993,-3.76094e-05,-1.26389e-05,-0.000153678,-0.000235691,-3.97364e-06,-0.000104179,0.000576274,0.000371918,0.00274101,-7.35091e-07,2.91336e-05,-0.00051793,-0.000129724,-2.92336e-06,-2.16447e-05,-8.96068e-05,-1.66747e-05,-2.41405e-06,-7.33877e-05,-2.33346e-05,-4.95932e-05,-1.44574e-07,-4.95932e-05,-0.000151168,0.00169,-3.52029e-06,-0.00092854,-0.000151168,-9.70566e-06,
9	44352577	44352577,44352639,44352665,44352666,44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,45259566,45284266,45295664,45296767,45296806,45297479,45315445,45316553,45316588,45322316,45322624,45322741,45322744,45322962,45323964,	0.00170044,-0.000332262,0.000695225,0.00129974,-4.48778e-07,-2.97319e-05,-3.42603e-05,-0.00118283,-0.00122053,-0.00118291,-0.00122053,-0.00118283,-4.25938e-05,-1.87165e-05,-8.76119e-06,-0.00010402,0.00024115,-0.000237883,1.5339e-06,-4.77463e-05,-4.97841e-06,-7.9228e-06,-0.000584412,-0.000403896,-6.04619e-05,-2.28446e-06,-7.08307e-05,-4.97841e-06,-6.89032e-06,-1.14577e-05,-0.000927231,-0.000927231,-8.64595e-05,-4.97841e-06,-0.000591342,-0.000591342,-9.18943e-05,6.11657e-07,-2.54486e-06,3.2114e-07,-0.000233173,-0.000969978,-0.000131455,-4.70179e-06,-0.000125831,-4.78911e-06,0.00114737,-3.10128e-06,1.72177e-05,-5.30306e-07,-2.29593e-05,-4.55281e-06,0.000516445,8.93989e-08,5.32011e-06,-1.31749e-05,0.00114628,-4.53234e-06,-0.000624861,0.000940128,0.000940128,-1.70182e-05,0.000513836,8.36796e-05,-2.24919e-05,-6.09395e-06,-1.19337e-05,0.000366045,-4.97841e-06,-2.05795e-07,-0.000205148,-1.31853e-06,0.000355681,-9.50156e-06,-0.000574094,-6.37801e-05,-6.09395e-06,-6.09395e-06,-3.3151e-05,-6.37801e-05,-6.98741e-05,-0.00171694,0.00044169,0.000606822,-0.00012162,0.00157491,-4.53234e-06,-0.00024496,-0.000352386,-4.19202e-06,-0.00012043,0.000706036,0.000207657,-0.00016186,-2.43269e-06,1.40463e-05,-0.00049439,-8.10366e-05,-6.92892e-05,-1.31438e-05,-0.000103784,-7.83268e-06,-4.39785e-06,-6.04611e-05,-2.92043e-05,-4.37382e-05,-4.14938e-06,-4.37382e-05,-0.000103614,-1.3153e-06,-5.68824e-06,0.000471391,-0.000103614,-6.42945e-06,
9	44352639	44352639,44352665,44352666,44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,45259566,45284266,45295664,45296767,45296806,45297479,45315445,45316553,45316588,45322316,45322624,45322741,45322744,45322962,45323964,	0.252822,0.0818276,-0.113253,-0.000650404,0.0172631,0.019139,0.11159,0.10769,0.111594,0.10769,0.11159,0.0181604,-0.019086,-0.00156247,-0.00633388,-0.0917671,-0.005828,-0.000780518,-0.000788862,0.000938597,0.00191262,-0.00184459,0.0167161,-0.00732626,0.000652736,0.043647,0.000938597,-0.00129299,-0.00418607,-0.0258857,-0.0258857,0.0229433,0.000938597,-0.0110428,-0.0110428,-0.00667194,-0.00092802,0.0023571,0.000728033,-0.0084527,0.00172321,-0.00630562,-0.00132272,-0.00748751,0.00830014,-0.0190542,-0.000664197,0.00182465,-0.000446788,-0.00141293,-0.000377143,-0.0253124,0.00108305,0.000655789,0.000131039,-0.0181382,-0.000803015,-0.00811276,-0.00188642,-0.00188642,0.00617649,-0.0257825,-0.0302706,-0.000596866,0.00186039,0.000719205,0.00333645,0.000938597,-0.000322911,0.0105017,-0.000518453,0.0114464,0.00792477,-0.00298251,-0.00126737,0.00186039,0.00186039,-0.000838481,-0.00126737,0.000593069,-0.00126458,-0.00105808,-0.00514605,-0.00324347,-0.00661523,-0.000803015,0.00276826,0.0342572,0.000983834,-0.00566258,-0.0541174,0.0261541,-0.0154674,-0.000443973,-0.00187145,0.00207729,-0.000635985,-0.00471588,-0.00162482,-0.00317094,-0.00186943,0.000923109,-0.00611595,-0.000919063,-0.00350757,-0.000312521,-0.00350757,-0.0069172,-0.000680284,-0.000637119,-0.0363952,-0.0069172,1.19927e-05,
9	44352665	44352665,44352666,44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,45259566,45284266,45295664,45296767,45296806,45297479,45315445,45316553,45316588,45322316,45322624,45322741,45322744,45322962,45323964,	0.291299,0.149324,-0.00240183,0.00709917,0.00860955,-0.0292886,-0.0416749,-0.0292747,-0.0416749,-0.0292886,0.00800663,-0.00731947,0.00147131,0.00690105,-0.054272,0.0180073,-0.00240137,0.00438562,-0.000714263,0.00137272,-0.0177778,0.0919391,0.00620821,0.000632569,0.0498014,-0.000714263,-0.0029804,-0.0079761,0.056979,0.056979,1.26358e-05,-0.000714263,0.0507521,0.0507521,-0.0147632,0.000618668,0.000720054,0.000643968,0.0206137,0.000461681,0.0164143,-0.00150013,0.00655709,0.00168844,-0.0535692,-0.000727085,0.00309428,0.0004524,0.00312507,-0.000894398,-0.0263384,4.90246e-05,-0.00100934,-0.0035621,-0.0529971,-0.0020646,0.0273729,-0.0338505,-0.0338505,0.00337182,-0.0268733,0.0295153,0.00204088,-0.000255114,0.000144947,0.0150456,-0.000714263,0.00142924,-0.0094508,0.000650219,0.0196036,0.000536325,0.0180476,0.00624897,-0.000255114,-0.000255114,0.00162952,0.00624897,0.00599385,-0.00059403,-0.00146367,0.0193026,0.00626012,-0.0140271,-0.0020646,0.00885681,0.0508879,0.000826182,0.00435197,-0.0769685,0.046751,-0.0335432,0.000473563,0.00149844,-0.00531199,-0.00500144,0.00406253,0.00164041,0.000400927,-0.000845972,0.00175518,-0.000671877,-0.0056395,-0.00328986,0.000601985,-0.00328986,-0.0110981,-0.00205872,0.000633311,0.00364899,-0.0110981,-0.00160905,
9	44352666	44352666,44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,45259566,45284266,45295664,45296767,45296806,45297479,45315445,45316553,45316588,45322316,45322624,45322741,45322744,45322962,45323964,	0.335695,-0.00136117,-0.00712915,-0.00983639,-0.214978,-0.218867,-0.214978,-0.218867,-0.214978,-0.00869189,0.00989668,-0.00292547,0.0181728,0.0779661,0.025566,-0.00105961,0.00503764,-0.00125546,0.000187714,-0.0504539,0.0758815,0.0121733,-0.00109586,0.00250799,-0.00125546,-0.000974473,-0.00234322,0.0448672,0.0448672,-0.0580885,-0.00125546,0.0209858,0.0209858,-0.00252184,-0.00111925,-0.00115587,0.000440026,0.0255389,0.00139946,-0.0126167,0.000564367,0.0181327,-0.00354611,-0.0372848,0.00038843,0.00299742,0.00118997,0.00283482,-0.000122523,0.0102225,0.000914231,-0.00107476,-0.00163545,-0.0388098,-0.000830171,0.0502877,-0.0321642,-0.0321642,-0.00209176,0.00944893,0.0229893,0.00333276,-0.00134312,-0.0038225,-0.0247999,-0.00125546,-0.00198417,-0.0363394,-0.00018734,-0.0259775,-0.0041066,0.0390969,0.0295027,-0.00134312,-0.00134312,-0.00302328,0.0295027,0.0281595,0.0275176,-0.00407006,0.0451159,0.00922977,0.00524298,-0.000830171,0.0137745,-0.0243968,0.000153852,0.0113394,-0.00191552,0.0112273,-0.0124769,0.00120067,0.000855948,-0.0109634,0.00383273,0.0117751,-0.00349954,0.00751149,-0.0011672,-0.000920195,-0.00882824,-0.00496083,-0.00629667,0.0011951,-0.00629667,0.000280583,-0.000993512,5.50947e-05,0.046312,0.000280583,-0.000825777,
9	44352680	44352680,44377205,44377614,44377669,44418077,44418680,44418693,44418824,44470147,44470420,44470679,44470955,44471209,44500701,44501243,44513250,44514741,44514901,44515514,44535999,44536189,44536509,44570393,44570460,44571260,44590874,44610665,44610798,44610843,44611317,44613661,44614208,44635822,44635948,44636131,44636730,44636802,44652954,44660559,44660897,44661139,44661427,44669960,44679167,44680403,44680843,44681185,44681720,44778405,44778489,44778744,44791537,44792701,44793278,44831989,44832875,44832992,44833240,44833851,44890801,44890875,44892168,44932521,44932972,44933419,44933705,44933706,44933895,44933947,44934187,44970935,44979443,44981800,44981832,44981862,44981883,44983567,45001346,45016116,45017249,45021210,45021252,45024535,45028112,45028169,45028231,45029208,45086346,45107156,45150614,45153329,45162038,45162189,45179567,45184565,45259566,45284266,45295664,45296767,45296806,45297479,45315445,45316553,45316588,45322316,45322624,45322741,45322744,45322962,45323964,	0.00169496,-4.08672e-05,-3.84166e-05,-0.000119454,-0.000171206,-0.000119504,-0.000171206,-0.000119454,-4.01307e-05,4.3226e-05,-9.13152e-06,-8.38768e-05,0.000583344,-0.000124453,-5.29501e-06,-3.83153e-05,-3.07775e-06,-9.02641e-06,-0.000498446,-0.000477727,-7.30978e-05,-1.73389e-06,-0.000102928,-3.07775e-06,-6.51301e-06,-2.92693e-05,-0.0008969,-0.0008969,0.00118914,-3.07775e-06,-0.000680491,-0.000680491,-0.000102862,-2.76185e-06,-3.72691e-06,7.24819e-07,-0.000103178,0.000360279,-0.000107163,-1.37004e-05,-4.21874e-05,-1.18525e-05,-0.000222652,-7.41193e-06,1.40065e-05,3.66069e-07,-7.86736e-06,-5.45572e-06,-0.000597242,-1.69236e-05,-5.15187e-06,-2.31597e-05,-0.00023159,-8.74863e-06,-0.000362575,-0.000245328,-0.000245328,-1.94104e-05,-0.000586862,0.00118137,-2.39873e-05,-5.62061e-06,-1.63581e-05,-0.000996378,-3.07775e-06,-4.76837e-06,0.00123599,-1.20947e-06,-0.00106031,-1.54764e-05,0.000859204,-0.000205634,-5.62061e-06,-5.62061e-06,-5.2385e-06,-0.000205634,-0.000211255,-0.000150625,-0.000897534,0.00201844,-0.000159563,0.00148171,-8.74863e-06,-0.000213862,-0.000468698,-2.22555e-07,-0.000152087,0.000844806,0.000304908,-0.000211897,-1.07611e-06,2.40885e-05,0.000988983,-5.20234e-05,-5.72492e-05,-2.96512e-05,-0.000103804,-6.75482e-06,-7.88291e-06,-9.85654e-05,0.00167059,-5.77992e-05,-5.99061e-06,-5.77992e-05,-8.06762e-05,-4.27174e-06,2.63656e-06,0.00212933,-8.06762e-05,-1.17005e-05,
